,query_id,exec_time,results
0,P365,0.0369870662689209,
1,P376,0.011787652969360352,
2,P230,60.13198494911194,
3,P239,2.980553150177002,
4,P226,0.3390493392944336,
5,P295,0.006223440170288086,
6,P364,0.05082869529724121,
7,P184,0.0045926570892333984,
8,P357,15.49840259552002,
9,P304,0.014366865158081055,
10,P355,0.2048358917236328,
11,P385,0.9345376491546631,
12,P206,0.005126953125,
13,P335,3.4981775283813477,
14,P367,0.008935689926147461,
15,P378,0.005693197250366211,
16,P245,2.0179009437561035,
17,P225,0.46601033210754395,
18,P345,24.22936224937439,
19,P268,0.4106721878051758,
20,P298,0.0060558319091796875,
21,P400,13.844415426254272,
22,P358,5.6675732135772705,
23,P348,0.7117023468017578,
24,P352,0.006489276885986328,
25,P277,0.007059812545776367,
26,P222,0.0547335147857666,
27,P402,0.004241943359375,
28,P369,0.01108407974243164,
29,P399,7.601169586181641,
30,P280,0.007250308990478516,
31,P242,0.6757419109344482,
32,P249,0.006484508514404297,
33,P253,0.006687641143798828,
34,P349,0.003740072250366211,
35,P269,42.571733236312866,
36,P313,60.757189989089966,
37,P321,0.012473821640014648,
38,P343,0.631108283996582,
39,P212,0.01834273338317871,
40,P396,9.208013772964478,
41,P375,0.013971328735351562,
42,P271,0.0033299922943115234,
43,P188,0.1826629638671875,
44,P334,0.0045261383056640625,
45,P392,14.730468034744263,
46,P248,16.361088275909424,
47,P270,0.02120518684387207,
48,P338,0.005315065383911133,
49,P267,1.7269761562347412,
50,P265,16.333839654922485,
51,P312,0.00756525993347168,
52,P354,0.006322383880615234,
53,P204,60.210954666137695,
54,P381,0.01436758041381836,
55,P287,8.374773025512695,
56,P290,1.1085093021392822,
57,P196,0.004292011260986328,
58,P236,0.053461313247680664,
59,P397,0.15938210487365723,
60,P281,0.0043659210205078125,
61,P266,0.004894733428955078,
62,P256,15.71119475364685,
63,P259,0.022307634353637695,
64,P300,0.004573345184326172,
65,P309,0.004210233688354492,
66,P252,0.3866453170776367,
67,P257,0.013448476791381836,
68,P278,0.6631722450256348,
69,P329,0.004761457443237305,
70,P350,0.004372358322143555,
71,P379,22.57427668571472,
72,P250,0.020421743392944336,
73,P325,0.004246234893798828,
74,P310,0.8302938938140869,
75,P197,7.930882692337036,
76,P183,0.012709856033325195,
77,P307,0.5126650333404541,
78,P327,0.004392862319946289,
79,P284,0.003916501998901367,
80,P219,0.015138626098632812,
81,P229,14.478816747665405,
82,P180,0.1616954803466797,
83,P370,0.012240886688232422,
84,P260,0.5167882442474365,
85,P182,1.618980884552002,
86,P341,0.004525423049926758,
87,P384,0.003762483596801758,
88,P203,0.14397144317626953,
89,P303,0.004749298095703125,
90,P371,1.0602483749389648,
91,P201,0.005199909210205078,
92,P210,0.003744363784790039,
93,P186,3.9856224060058594,
94,P209,0.8329410552978516,
95,P187,39.17422437667847,
96,P336,1.3803517818450928,
97,P241,12.065898418426514,
98,P318,0.08417391777038574,
99,P258,51.853328704833984,
100,P351,1.0837111473083496,
101,P202,0.48125600814819336,
102,P227,1.6450235843658447,
103,P366,0.004010677337646484,
104,P228,0.0045206546783447266,
105,P330,62.033222913742065,
106,P308,0.02890300750732422,
107,P199,0.0049746036529541016,
108,P207,5.688567161560059,
109,P373,0.00444340705871582,
110,P238,0.0042188167572021484,
111,P317,0.00806879997253418,
112,P297,0.7731139659881592,
113,P395,0.005643606185913086,
114,P190,1.064741611480713,
115,P320,60.114013671875,
116,P401,0.24675202369689941,
117,P218,60.11396145820618,
118,P372,0.0060596466064453125,
119,P289,1.3446991443634033,
120,P386,0.10078787803649902,
121,P326,0.78714919090271,
122,P233,2.407885789871216,
123,P237,0.004311084747314453,
124,P346,1.2470729351043701,
125,P394,0.06681108474731445,
126,P344,0.005509614944458008,
127,P291,0.00422358512878418,
128,P254,0.007313251495361328,
129,P332,29.777230739593506,
130,P383,5.8630359172821045,
131,P224,0.4428679943084717,
132,P362,60.132410526275635,
133,P353,0.007370710372924805,
134,P215,0.01208186149597168,
135,P200,0.6420004367828369,
136,P363,0.9800679683685303,
137,P213,1.3903601169586182,
138,P220,0.006072282791137695,
139,P262,4.525704860687256,
140,P234,60.21657848358154,
141,P398,0.7463138103485107,
142,P246,0.41887402534484863,
143,P189,0.005180835723876953,
144,P356,0.2946279048919678,
145,P205,1.619340181350708,
146,P316,5.416766881942749,
147,P387,24.163615942001343,
148,P347,0.011394262313842773,
149,P261,0.004506349563598633,
150,P240,0.691962718963623,
151,P403,0.19072484970092773,
152,P340,0.004349708557128906,
153,P198,0.01061248779296875,
154,P328,0.003641366958618164,
155,P359,0.003742218017578125,
156,P380,0.003399372100830078,
157,P181,0.0055959224700927734,
158,P208,0.0035414695739746094,
159,P337,0.060056447982788086,
160,P243,0.004199504852294922,
161,P306,0.11504960060119629,
162,P276,7.849758148193359,
163,P216,1.5763323307037354,
164,P272,0.5476398468017578,
165,P389,0.00491786003112793,
166,P244,0.06705045700073242,
167,P314,0.00530242919921875,
168,P382,0.8802306652069092,
169,P388,0.005764961242675781,
170,P324,19.960771322250366,
171,P360,1.4150745868682861,
172,P374,60.12658762931824,
173,P192,0.17329025268554688,
174,P217,0.005276679992675781,
175,P342,0.04432559013366699,
176,P319,0.01264190673828125,
177,P333,16.14842915534973,
178,P193,0.006644248962402344,
179,P274,0.004765033721923828,
180,P305,1.122819423675537,
181,P251,0.007637739181518555,
182,P393,0.5470075607299805,
183,P299,2.837299108505249,
184,P191,0.8838732242584229,
185,P214,0.14000582695007324,
186,P296,28.235530138015747,
187,P292,0.006041526794433594,
188,P302,0.05037236213684082,
189,P275,60.15231227874756,
190,P223,0.020027637481689453,
191,P286,0.00973820686340332,
192,P288,0.004141092300415039,
193,P235,0.0030891895294189453,
194,P331,3.5152487754821777,
195,P264,3.1538009643554688,
196,P285,0.12331581115722656,
197,P301,3.9242351055145264,
198,P273,0.053060293197631836,
199,P232,0.004136562347412109,
200,P211,3.07424259185791,
201,P323,0.0044939517974853516,
202,P368,9.39922547340393,
203,P322,0.0,"EndPointInternalError: The endpoint returned the HTTP status code 500. 

Response:
b'Virtuoso S1TAT Error Query did not complete due to ANYTIME timeout.\r\n'"
204,P195,4.0432353019714355,
205,P247,1.0932209491729736,
206,P294,0.004319429397583008,
207,P390,0.0038535594940185547,
208,P339,3.981424570083618,
209,P315,0.05960536003112793,
210,P255,1.253035306930542,
